Header,GeneID,Gene,Prediction,OTHER,SP,mTP,CS Position,CS,Prob
NP_1190984,4718,NDUFC2,OTHER,0.956071,0.008027,0.035902,,,
NP_1273049,60492,CCDC90B,OTHER,0.999901,0.000082,0.000017,,,
NP_1273045,60492,CCDC90B,OTHER,0.996408,0.000243,0.003349,,,
NP_68597,60492,CCDC90B,mTP,0.313929,0.000017,0.686055,CS pos: 36-37. EFF-TT. Pr: 0.4234,36,0.4234
NP_1273048,60492,CCDC90B,OTHER,0.993735,0.001468,0.004797,,,
NP_1273047,60492,CCDC90B,OTHER,0.993735,0.001468,0.004797,,,
NP_1273046,60492,CCDC90B,OTHER,0.999891,0.000093,0.000016,,,
NP_1180466,55863,TMEM126B,OTHER,0.886084,0.014975,0.098941,,,
NP_1243476,55863,TMEM126B,OTHER,0.872664,0.000653,0.126683,,,
NP_115649,84233,TMEM126A,OTHER,0.999987,0.000004,0.000009,,,
NP_1243475,55863,TMEM126B,OTHER,0.999985,0.000004,0.000011,,,
NP_1180467,55863,TMEM126B,OTHER,0.999985,0.000004,0.000011,,,
NP_60950,55863,TMEM126B,OTHER,0.99986,0.000114,0.000027,,,
NP_1231664,84233,TMEM126A,OTHER,0.989254,0.009488,0.001258,,,
NP_4100,2230,FDX1,mTP,0.010836,0.000044,0.989119,CS pos: 60-61. RAR-SS. Pr: 0.3712,60,0.3712
NP_1922,1737,DLAT,mTP,0.156933,0.00031,0.842758,CS pos: 86-87. RYY-SL. Pr: 0.6448,86,0.6448
NP_1263433,6392,SDHD,mTP,0.064125,0.322623,0.613253,CS pos: 51-52. CSA-MD. Pr: 0.1111,51,0.1111
NP_1263432,6392,SDHD,mTP,0.005928,0.001971,0.992101,CS pos: 28-29. VRP-AH. Pr: 0.5747,28,0.5747
NP_2993,6392,SDHD,mTP,0.013845,0.009857,0.976298,CS pos: 28-29. VRP-AH. Pr: 0.4451,28,0.4451
NP_1263435,6392,SDHD,mTP,0.013849,0.011455,0.974695,CS pos: 28-29. VRP-AH. Pr: 0.4507,28,0.4507
NP_36591,26521,TIMM8B,OTHER,0.977235,0.001573,0.021192,,,
NP_56338,25996,REXO2,mTP,0.148659,0.000293,0.851048,CS pos: 33-34. AAM-AA. Pr: 0.1330,33,0.133
NP_6467,10632,ATP5MG,mTP,0.332933,0.000774,0.666292,CS pos: 33-34. WYY-AK. Pr: 0.4147,33,0.4147
NP_1269287,79671,NLRX1,OTHER,0.874566,0.000851,0.124583,,,
NP_1269073,79671,NLRX1,OTHER,0.874566,0.000851,0.124583,,,
NP_1269072,79671,NLRX1,OTHER,0.874566,0.000851,0.124583,,,
NP_78894,79671,NLRX1,OTHER,0.874566,0.000851,0.124583,,,
NP_1138299,84881,RPUSD4,mTP,0.188771,0.000323,0.810906,CS pos: 31-32. KPF-CA. Pr: 0.2482,31,0.2482
NP_116184,84881,RPUSD4,mTP,0.188771,0.000323,0.810906,CS pos: 31-32. KPF-CA. Pr: 0.2482,31,0.2482
NP_60017,55572,FOXRED1,mTP,0.238754,0.000326,0.760919,CS pos: 26-27. GGF-SL. Pr: 0.3361,26,0.3361
NP_777587,219938,SPATA19,SP,0.459441,0.516844,0.023715,CS pos: 17-18. GVG-LP. Pr: 0.7791,17,0.7791
NP_55199,27034,ACAD8,mTP,0.043029,0.001416,0.955554,CS pos: 31-32. RSL-TS. Pr: 0.4648,31,0.4648
NP_689482,91574,C12orf65,OTHER,0.761526,0.018207,0.220268,,,
NP_1137377,91574,C12orf65,OTHER,0.761526,0.018207,0.220268,,,
NP_1181924,91574,C12orf65,OTHER,0.761526,0.018207,0.220268,,,
NP_1138303,11331,PHB2,OTHER,0.803519,0.148159,0.048323,,,
NP_1254629,11331,PHB2,OTHER,0.803519,0.148159,0.048323,,,
NP_1073923,341392,ACSM4,OTHER,0.849832,0.003077,0.14709,,,
NP_64696,4257,MGST1,OTHER,0.992823,0.005435,0.001742,,,
NP_1247440,4257,MGST1,OTHER,0.992823,0.005435,0.001742,,,
NP_1247441,4257,MGST1,OTHER,0.952436,0.045931,0.001633,,,
NP_665735,4257,MGST1,OTHER,0.992823,0.005435,0.001742,,,
NP_665734,4257,MGST1,OTHER,0.992823,0.005435,0.001742,,,
NP_665707,4257,MGST1,OTHER,0.992823,0.005435,0.001742,,,
NP_1254527,4257,MGST1,OTHER,0.949634,0.048132,0.002233,,,
NP_5155,225,ABCD2,OTHER,0.764855,0.009005,0.226139,,,
NP_1166168,10102,TSFM,mTP,0.075845,0.000472,0.923682,CS pos: 40-41. PRL-SA. Pr: 0.5149,40,0.5149
NP_1180389,253827,MSRB3,OTHER,0.565231,0.04065,0.394119,,,
NP_1180390,253827,MSRB3,OTHER,0.565231,0.04065,0.394119,,,
NP_932346,253827,MSRB3,SP,0.001891,0.998094,0.000015,CS pos: 28-29. ALG-SA. Pr: 0.3204,28,0.3204
NP_1026849,253827,MSRB3,OTHER,0.565231,0.04065,0.394119,,,
NP_78836,79611,ACSS3,OTHER,0.554119,0.001046,0.444835,,,
NP_64629,56994,CHPT1,OTHER,0.98829,0.00009,0.01162,,,
NP_1087240,7296,TXNRD1,OTHER,0.999964,0.00001,0.000027,,,
NP_1248375,7296,TXNRD1,OTHER,0.955949,0.008113,0.035938,,,
NP_1248374,7296,TXNRD1,OTHER,0.999883,0.000031,0.000086,,,
NP_877393,7296,TXNRD1,OTHER,0.999899,0.000085,0.000016,,,
NP_877419,7296,TXNRD1,OTHER,0.999899,0.000085,0.000016,,,
NP_877420,7296,TXNRD1,OTHER,0.999899,0.000085,0.000016,,,
NP_3321,7296,TXNRD1,OTHER,0.999932,0.00002,0.000048,,,
NP_1026871,51559,NT5DC3,mTP,0.013574,0.000021,0.986405,CS pos: 43-44. RPL-CT. Pr: 0.3664,43,0.3664
NP_4066,1407,CRY1,OTHER,0.997666,0.000405,0.001928,,,
NP_644812,160760,PPTC7,mTP,0.415162,0.089842,0.494996,CS pos: 19-20. GGL-SQ. Pr: 0.1749,19,0.1749
NP_79235,80024,SLC8B1,SP,0.19288,0.805554,0.001567,CS pos: 26-27. VSG-TR. Pr: 0.7718,26,0.7718
NP_4993,4704,NDUFA9,mTP,0.061544,0.001064,0.937392,CS pos: 35-36. CRQ-LH. Pr: 0.4182,35,0.4182
NP_57581,51258,MRPL51,mTP,0.142587,0.002466,0.854946,CS pos: 36-37. IRL-TL. Pr: 0.2332,36,0.2332
NP_57071,50865,HEBP1,OTHER,0.95241,0.009085,0.038505,,,
NP_2291,3945,LDHB,OTHER,0.999692,0.000185,0.000123,,,
NP_1167568,3945,LDHB,OTHER,0.999692,0.000185,0.000123,,,
NP_1001660,144363,ETFRF1,OTHER,0.9304,0.00151,0.068089,,,
NP_1177793,60488,MRPS35,mTP,0.008704,0.001101,0.990196,CS pos: 22-23. RAF-ST. Pr: 0.4281,22,0.4281
NP_68593,60488,MRPS35,mTP,0.008265,0.000854,0.99088,CS pos: 22-23. RAF-ST. Pr: 0.4281,22,0.4281
NP_1129335,254013,ETFBKMT,mTP,0.082886,0.161938,0.755176,CS pos: 38-39. WRG-AG. Pr: 0.3293,38,0.3293
NP_776163,254013,ETFBKMT,mTP,0.082886,0.161938,0.755176,CS pos: 38-39. WRG-AG. Pr: 0.3293,38,0.3293
NP_1129336,254013,ETFBKMT,mTP,0.082886,0.161938,0.755176,CS pos: 38-39. WRG-AG. Pr: 0.3293,38,0.3293
NP_36192,10059,DNM1L,OTHER,0.999481,0.000362,0.000157,,,
NP_36193,10059,DNM1L,OTHER,0.999481,0.000362,0.000157,,,
NP_5681,10059,DNM1L,OTHER,0.999481,0.000362,0.000157,,,
NP_1265392,10059,DNM1L,OTHER,0.999481,0.000362,0.000157,,,
NP_1265395,10059,DNM1L,OTHER,0.993536,0.000058,0.006406,,,
NP_1265394,10059,DNM1L,OTHER,0.999495,0.00033,0.000174,,,
NP_1265393,10059,DNM1L,OTHER,0.999495,0.00033,0.000174,,,
NP_1035526,51067,YARS2,mTP,0.108125,0.034316,0.857559,CS pos: 46-47. ARG-LF. Pr: 0.2807,46,0.2807
NP_1244063,84987,COX14,OTHER,0.893712,0.102882,0.003406,,,
NP_1244062,84987,COX14,OTHER,0.893712,0.102882,0.003406,,,
NP_116290,84987,COX14,OTHER,0.893712,0.102882,0.003406,,,
NP_1230618,25875,LETMD1,mTP,0.008846,0.000099,0.991055,CS pos: 42-43. PRS-SK. Pr: 0.2752,42,0.2752
NP_56231,25875,LETMD1,mTP,0.011021,0.000084,0.988895,CS pos: 42-43. PRS-SK. Pr: 0.2735,42,0.2735
NP_67653,60314,MYG1,SP,0.459797,0.506026,0.034177,CS pos: 21-22. LYT-RH. Pr: 0.9139,21,0.9139
NP_5167,517,ATP5MC2,SP,0.224539,0.634419,0.141041,CS pos: 24-25. GHA-CA. Pr: 0.6430,24,0.643
NP_1002031,517,ATP5MC2,OTHER,0.618753,0.000926,0.380321,,,
NP_1478,2647,BLOC1S1,OTHER,0.999909,0.000012,0.000079,,,
NP_447,6821,SUOX,mTP,0.014584,0.000189,0.985227,CS pos: 30-31. QAC-ST. Pr: 0.2030,30,0.203
NP_1027558,6821,SUOX,mTP,0.014584,0.000189,0.985227,CS pos: 30-31. QAC-ST. Pr: 0.2030,30,0.203
NP_1027559,6821,SUOX,mTP,0.014584,0.000189,0.985227,CS pos: 30-31. QAC-ST. Pr: 0.2030,30,0.203
NP_4068,1431,CS,mTP,0.003968,0.000392,0.99564,CS pos: 25-26. ARH-AS. Pr: 0.4695,25,0.4695
NP_653177,93058,COQ10A,OTHER,0.652894,0.054417,0.292689,,,
NP_1092807,93058,COQ10A,mTP,0.265614,0.103928,0.630458,CS pos: 41-42. RSF-MG. Pr: 0.1161,41,0.1161
NP_1267726,27165,GLS2,OTHER,0.990289,0.009646,0.000065,,,
NP_997227,283377,SPRYD4,mTP,0.021704,0.000102,0.978194,CS pos: 29-30. QRG-VS. Pr: 0.2359,29,0.2359
NP_37399,27165,GLS2,mTP,0.193324,0.000021,0.806655,CS pos: 40-41. HHL-SE. Pr: 0.5345,40,0.5345
NP_1267725,27165,GLS2,OTHER,0.979937,0.0089,0.011163,,,
NP_1267727,27165,GLS2,OTHER,0.990289,0.009646,0.000065,,,
NP_1677,506,ATP5F1B,mTP,0.000258,0.000015,0.999727,CS pos: 46-47. RDY-AA. Pr: 0.6960,46,0.696
NP_5403,6472,SHMT2,mTP,0.026821,0.00139,0.971789,CS pos: 28-29. AQH-SN. Pr: 0.2296,28,0.2296
NP_1159831,6472,SHMT2,OTHER,0.998969,0.000171,0.000859,,,
NP_1159830,6472,SHMT2,OTHER,0.998969,0.000171,0.000859,,,
NP_1159828,6472,SHMT2,mTP,0.027872,0.001428,0.9707,CS pos: 28-29. AQH-SN. Pr: 0.2296,28,0.2296
NP_1159829,6472,SHMT2,OTHER,0.998969,0.000171,0.000859,,,
NP_1166166,10102,TSFM,mTP,0.069262,0.000478,0.93026,CS pos: 40-41. PRL-SA. Pr: 0.5153,40,0.5153
NP_776,1594,CYP27B1,OTHER,0.861184,0.000743,0.138073,,,
NP_1166167,10102,TSFM,mTP,0.067986,0.000447,0.931568,CS pos: 40-41. PRL-SA. Pr: 0.5150,40,0.515
NP_5717,10102,TSFM,mTP,0.075081,0.000456,0.924463,CS pos: 40-41. PRL-SA. Pr: 0.5150,40,0.515
NP_150592,91419,ATP23,OTHER,0.999861,0.000074,0.000065,,,
NP_54769,28977,MRPL42,OTHER,0.579897,0.00351,0.416593,,,
NP_751917,28977,MRPL42,OTHER,0.579897,0.00351,0.416593,,,
NP_61326,55967,NDUFA12,OTHER,0.740167,0.000773,0.25906,,,
NP_1245267,55967,NDUFA12,OTHER,0.6674,0.004893,0.327707,,,
NP_998776,5250,SLC25A3,mTP,0.421224,0.00051,0.578266,CS pos: 49-50. AAA-AV. Pr: 0.2567,49,0.2567
NP_2626,5250,SLC25A3,mTP,0.421224,0.00051,0.578266,CS pos: 49-50. AAA-AV. Pr: 0.2567,49,0.2567
NP_5879,5250,SLC25A3,mTP,0.424707,0.000365,0.574927,CS pos: 49-50. AAA-AV. Pr: 0.2445,49,0.2445
NP_1029345,160428,ALDH1L2,mTP,0.021572,0.001158,0.977271,CS pos: 12-13. RRF-ST. Pr: 0.2168,12,0.2168
NP_79474,80298,MTERF2,mTP,0.032586,0.000006,0.967408,CS pos: 35-36. FTY-TT. Pr: 0.4836,35,0.4836
NP_1028222,80298,MTERF2,mTP,0.032586,0.000006,0.967408,CS pos: 35-36. FTY-TT. Pr: 0.4836,35,0.4836
NP_55116,23479,ISCU,OTHER,0.999576,0.000411,0.000013,,,
NP_998760,23479,ISCU,mTP,0.001857,0.000013,0.998131,CS pos: 35-36. RLY-HK. Pr: 0.5008,35,0.5008
NP_116052,84749,USP30,OTHER,0.740586,0.001712,0.257702,,,
NP_3353,7374,UNG,mTP,0.440601,0.008678,0.550721,CS pos: 30-31. RLC-GD. Pr: 0.2734,30,0.2734
NP_550433,7374,UNG,OTHER,0.996322,0.000787,0.002891,,,
NP_1084,32,ACACB,SP,0.367467,0.632348,0.000184,CS pos: 24-25. IWG-KM. Pr: 0.5092,24,0.5092
NP_443077,326625,MMAB,mTP,0.035741,0.000359,0.9639,CS pos: 32-33. PRF-QS. Pr: 0.3914,32,0.3914
NP_79523,80724,ACAD10,OTHER,0.508923,0.000193,0.490884,,,
NP_1130010,80724,ACAD10,OTHER,0.508923,0.000193,0.490884,,,
NP_681,217,ALDH2,mTP,0.045681,0.003173,0.951146,CS pos: 17-18. RLL-SA. Pr: 0.5108,17,0.5108
NP_1191818,217,ALDH2,mTP,0.00965,0.003268,0.987082,CS pos: 17-18. RLL-SA. Pr: 0.5120,17,0.512
NP_612441,113675,SDSL,OTHER,0.998663,0.001223,0.000115,,,
NP_36372,23409,SIRT4,mTP,0.193621,0.012441,0.793938,CS pos: 27-28. SKA-SI. Pr: 0.2044,27,0.2044
NP_4364,1337,COX6A1,mTP,0.017022,0.000784,0.982194,CS pos: 24-25. RPM-SS. Pr: 0.7661,24,0.7661
NP_57483,51499,TRIAP1,OTHER,0.998084,0.001767,0.000149,,,
NP_115690,84274,COQ5,mTP,0.39301,0.000632,0.606359,CS pos: 43-44. RLL-SQ. Pr: 0.4661,43,0.4661
NP_789788,283459,GATC,mTP,0.021134,0.005434,0.973432,CS pos: 20-21. QGF-TS. Pr: 0.6551,20,0.6551
NP_8,35,ACADS,mTP,0.00566,0.000026,0.994314,CS pos: 24-25. WRQ-LH. Pr: 0.4801,24,0.4801
NP_1265231,56616,DIABLO,OTHER,0.993177,0.003319,0.003505,,,
NP_1265232,56616,DIABLO,OTHER,0.996416,0.001297,0.002287,,,
NP_63940,56616,DIABLO,mTP,0.129182,0.002602,0.868217,CS pos: 35-36. RCF-SE. Pr: 0.2804,35,0.2804
NP_620308,56616,DIABLO,OTHER,0.999697,0.000083,0.00022,,,
NP_1265271,56616,DIABLO,mTP,0.117193,0.000432,0.882375,CS pos: 35-36. RCF-SE. Pr: 0.2677,35,0.2677
NP_1265233,56616,DIABLO,OTHER,0.999697,0.000083,0.00022,,,
NP_79491,80324,PUS1,mTP,0.041677,0.002552,0.955772,CS pos: 29-30. PRM-AG. Pr: 0.4582,29,0.4582
NP_1002020,80324,PUS1,OTHER,0.999984,0.00001,0.000006,,,
NP_1002019,80324,PUS1,OTHER,0.999984,0.00001,0.000006,,,
NP_1164014,192111,PGAM5,mTP,0.129586,0.169416,0.700998,CS pos: 23-24. VLF-SA. Pr: 0.2385,23,0.2385
NP_612642,192111,PGAM5,mTP,0.129586,0.169416,0.700998,CS pos: 23-24. VLF-SA. Pr: 0.2385,23,0.2385
NP_1164015,192111,PGAM5,mTP,0.12551,0.178183,0.696307,CS pos: 23-24. VLF-SA. Pr: 0.2385,23,0.2385
NP_61133,5827,PXMP2,OTHER,0.878904,0.006656,0.11444,,,
NP_689939,221154,MICU2,mTP,0.10006,0.000208,0.899731,CS pos: 60-61. VAA-RD. Pr: 0.1881,60,0.1881
NP_5923,4285,MIPEP,mTP,0.068694,0.000336,0.93097,CS pos: 35-36. ARR-VS. Pr: 0.2139,35,0.2139
NP_4285,9617,MTRF1,OTHER,0.582133,0.0039,0.413967,,,
NP_55873,23078,VWA8,OTHER,0.729061,0.007334,0.263604,,,
NP_1009814,23078,VWA8,OTHER,0.729061,0.007334,0.263604,,,
NP_37370,29103,DNAJC15,OTHER,0.948679,0.00398,0.047341,,,
NP_996531,171425,CLYBL,mTP,0.008727,0.004709,0.986564,CS pos: 34-35. LGY-SS. Pr: 0.5841,34,0.5841
NP_1171475,5095,PCCA,mTP,0.078102,0.001545,0.920352,CS pos: 51-52. RNL-GS. Pr: 0.5278,51,0.5278
NP_273,5095,PCCA,mTP,0.078102,0.001545,0.920352,CS pos: 51-52. RNL-GS. Pr: 0.5278,51,0.5278
NP_1121164,5095,PCCA,mTP,0.148833,0.003455,0.847712,CS pos: 33-34. LRT-LK. Pr: 0.3543,33,0.3543
NP_60680,55739,NAXD,SP,0.00727,0.99034,0.00239,CS pos: 25-26. ALA-LY. Pr: 0.7524,25,0.7524
NP_1229812,55739,NAXD,OTHER,0.998974,0.000913,0.000113,,,
NP_1229811,55739,NAXD,OTHER,0.630722,0.001412,0.367866,,,
NP_1229810,55739,NAXD,SP,0.00727,0.99034,0.00239,CS pos: 25-26. ALA-LY. Pr: 0.7524,25,0.7524
NP_76931,78988,MRPL57,mTP,0.094309,0.000131,0.90556,CS pos: 38-39. IRR-LE. Pr: 0.1179,38,0.1179
NP_1159734,219402,MTIF3,mTP,0.03956,0.000002,0.960438,CS pos: 55-56. KAF-ST. Pr: 0.8085,55,0.8085
NP_1159733,219402,MTIF3,mTP,0.03956,0.000002,0.960438,CS pos: 55-56. KAF-ST. Pr: 0.8085,55,0.8085
NP_690876,219402,MTIF3,mTP,0.03956,0.000002,0.960438,CS pos: 55-56. KAF-ST. Pr: 0.8085,55,0.8085
NP_1159735,219402,MTIF3,mTP,0.03956,0.000002,0.960438,CS pos: 55-56. KAF-ST. Pr: 0.8085,55,0.8085
NP_5821,10240,MRPS31,mTP,0.48026,0.000183,0.519557,CS pos: 60-61. RYF-GT. Pr: 0.2590,60,0.259
NP_55067,10166,SLC25A15,OTHER,0.987758,0.011208,0.001034,,,
NP_1273736,253512,SLC25A30,OTHER,0.957313,0.001576,0.041111,,,
NP_1273735,253512,SLC25A30,OTHER,0.518081,0.005306,0.476613,,,
NP_1010875,253512,SLC25A30,OTHER,0.84759,0.115651,0.036759,,,
NP_3841,8803,SUCLA2,mTP,0.106617,0.000678,0.892705,CS pos: 27-28. QRA-AA. Pr: 0.1359,27,0.1359
NP_1245335,730249,ACOD1,OTHER,0.948657,0.011522,0.039822,,,
NP_78813,79587,CARS2,mTP,0.038716,0.051975,0.909309,CS pos: 33-34. GRA-AS. Pr: 0.1655,33,0.1655
NP_1243609,9692,PRORP,OTHER,0.999964,0.000016,0.00002,,,
NP_1243610,9692,PRORP,OTHER,0.999964,0.000016,0.00002,,,
NP_55487,9692,PRORP,OTHER,0.670747,0.000582,0.328671,,,
NP_1243608,9692,PRORP,OTHER,0.999842,0.000091,0.000068,,,
NP_1243607,9692,PRORP,OTHER,0.670747,0.000582,0.328671,,,
NP_1188503,80224,NUBPL,OTHER,0.997715,0.001927,0.000357,,,
NP_1188502,80224,NUBPL,OTHER,0.999901,0.000059,0.00004,,,
NP_79428,80224,NUBPL,mTP,0.041022,0.040409,0.918569,CS pos: 37-38. RQL-SG. Pr: 0.4758,37,0.4758
NP_85134,89874,SLC25A21,OTHER,0.999012,0.000246,0.000742,,,
NP_1164641,89874,SLC25A21,OTHER,0.999012,0.000246,0.000742,,,
NP_79160,79944,L2HGDH,mTP,0.013651,0.000745,0.985603,CS pos: 44-45. RSA-ST. Pr: 0.3338,44,0.3338
NP_1924,1743,DLST,mTP,0.023294,0.000059,0.976647,CS pos: 67-68. VCK-DD. Pr: 0.5488,67,0.5488
NP_65154,57143,ADCK1,SP,0.406311,0.525625,0.068064,CS pos: 20-21. ASG-IY. Pr: 0.4060,20,0.406
NP_4854,9517,SPTLC2,OTHER,0.985161,0.000785,0.014054,,,
NP_1136017,57143,ADCK1,SP,0.431932,0.46988,0.098188,CS pos: 20-21. ASG-IY. Pr: 0.3980,20,0.398
NP_1095838,80017,DGLUCY,mTP,0.423813,0.001256,0.574931,CS pos: 28-29. IRN-TS. Pr: 0.2673,28,0.2673
NP_1273401,80017,DGLUCY,mTP,0.423813,0.001256,0.574931,CS pos: 28-29. IRN-TS. Pr: 0.2673,28,0.2673
NP_1273402,80017,DGLUCY,OTHER,0.567608,0.001131,0.431261,,,
NP_1273400,80017,DGLUCY,mTP,0.461951,0.001928,0.536121,CS pos: 28-29. IRN-TS. Pr: 0.2673,28,0.2673
NP_1095839,80017,DGLUCY,mTP,0.437039,0.001647,0.561314,CS pos: 28-29. IRN-TS. Pr: 0.2674,28,0.2674
NP_1095836,80017,DGLUCY,mTP,0.461951,0.001928,0.536121,CS pos: 28-29. IRN-TS. Pr: 0.2673,28,0.2673
NP_79228,80017,DGLUCY,mTP,0.461951,0.001928,0.536121,CS pos: 28-29. IRN-TS. Pr: 0.2673,28,0.2673
NP_1095837,80017,DGLUCY,mTP,0.461951,0.001928,0.536121,CS pos: 28-29. IRN-TS. Pr: 0.2673,28,0.2673
NP_1273399,80017,DGLUCY,mTP,0.423813,0.001256,0.574931,CS pos: 28-29. IRN-TS. Pr: 0.2673,28,0.2673
NP_997000,283600,SLC25A47,OTHER,0.740367,0.259282,0.00035,,,
NP_542380,328,APEX1,OTHER,0.999966,0.000006,0.000028,,,
NP_542379,328,APEX1,OTHER,0.999966,0.000006,0.000028,,,
NP_1632,328,APEX1,OTHER,0.999966,0.000006,0.000028,,,
NP_1231178,328,APEX1,OTHER,0.999966,0.000006,0.000028,,,
NP_73571,64745,METTL17,mTP,0.022581,0.007045,0.970374,CS pos: 27-28. RAL-AA. Pr: 0.4694,27,0.4694
NP_1025162,64745,METTL17,mTP,0.022581,0.007045,0.970374,CS pos: 27-28. RAL-AA. Pr: 0.4694,27,0.4694
NP_851824,122704,MRPL52,mTP,0.062704,0.183886,0.75341,CS pos: 22-23. AAW-AG. Pr: 0.1908,22,0.1908
NP_851823,122704,MRPL52,OTHER,0.997607,0.000553,0.00184,,,
NP_851821,122704,MRPL52,OTHER,0.997607,0.000553,0.00184,,,
NP_851822,122704,MRPL52,OTHER,0.997607,0.000553,0.00184,,,
NP_5006,5018,OXA1L,OTHER,0.655952,0.001209,0.342839,,,
NP_848026,122704,MRPL52,mTP,0.045492,0.001622,0.952886,CS pos: 34-35. GLA-AN. Pr: 0.1387,34,0.1387
NP_851313,122704,MRPL52,mTP,0.046751,0.001679,0.951571,CS pos: 33-34. GLA-AN. Pr: 0.1386,33,0.1386
NP_1186768,599,BCL2L2,OTHER,0.999504,0.000209,0.000287,,,
NP_4041,599,BCL2L2,OTHER,0.999504,0.000209,0.000287,,,
NP_5785,10202,DHRS2,mTP,0.006859,0.000101,0.99304,CS pos: 23-24. VRM-SS. Pr: 0.7534,23,0.7534
NP_878912,10202,DHRS2,mTP,0.006859,0.000101,0.99304,CS pos: 23-24. VRM-SS. Pr: 0.7534,23,0.7534
NP_66284,10901,DHRS4,mTP,0.120729,0.011246,0.868025,CS pos: 19-20. VRM-AS. Pr: 0.3445,19,0.3445
NP_1269920,10901,DHRS4,mTP,0.206482,0.020517,0.773001,CS pos: 19-20. VRM-AS. Pr: 0.3465,19,0.3465
NP_1269919,10901,DHRS4,mTP,0.193548,0.017406,0.789046,CS pos: 19-20. VRM-AS. Pr: 0.3438,19,0.3438
NP_1269918,10901,DHRS4,mTP,0.195195,0.015551,0.789254,CS pos: 19-20. VRM-AS. Pr: 0.3446,19,0.3446
NP_1269917,10901,DHRS4,mTP,0.160066,0.011867,0.828066,CS pos: 19-20. VRM-AS. Pr: 0.3441,19,0.3441
NP_1269916,10901,DHRS4,mTP,0.362961,0.01681,0.620229,CS pos: 19-20. VRM-AS. Pr: 0.3445,19,0.3445
NP_4554,5106,PCK2,mTP,0.125919,0.005072,0.869009,CS pos: 33-34. RVL-SG. Pr: 0.3968,33,0.3968
NP_1018083,5106,PCK2,mTP,0.125919,0.005072,0.869009,CS pos: 33-34. RVL-SG. Pr: 0.3968,33,0.3968
NP_1129522,115817,DHRS1,OTHER,0.864779,0.009347,0.125873,,,
NP_612461,115817,DHRS1,OTHER,0.864779,0.009347,0.125873,,,
NP_64580,56948,SDR39U1,OTHER,0.531544,0.247289,0.221167,,,
NP_56499,27109,DMAC2L,OTHER,0.980038,0.004581,0.015382,,,
NP_1003805,27109,DMAC2L,OTHER,0.95897,0.019689,0.021341,,,
NP_1003803,27109,DMAC2L,OTHER,0.993042,0.000438,0.006519,,,
NP_997260,387990,TOMM20L,OTHER,0.574504,0.301754,0.123742,,,
NP_36592,26520,TIMM9,OTHER,0.996733,0.000616,0.002651,,,
NP_65861,57570,TRMT5,mTP,0.477775,0.001918,0.520307,CS pos: 57-58. KRF-ST. Pr: 0.7313,57,0.7313
NP_1163,384,ARG2,mTP,0.148375,0.0016,0.850025,CS pos: 33-34. APF-SQ. Pr: 0.1741,33,0.1741
NP_1180289,55218,EXD2,OTHER,0.765738,0.159301,0.074961,,,
NP_1180292,55218,EXD2,OTHER,0.765738,0.159301,0.074961,,,
NP_1180291,55218,EXD2,OTHER,0.765738,0.159301,0.074961,,,
NP_1180290,55218,EXD2,OTHER,0.765738,0.159301,0.074961,,,
NP_60669,55218,EXD2,OTHER,0.9838,0.00922,0.006979,,,
NP_1191019,51241,COX16,mTP,0.241302,0.000213,0.758485,CS pos: 9-10. MRA-FR. Pr: 0.1982,9,0.1982
NP_57552,51241,COX16,mTP,0.220041,0.170892,0.609067,CS pos: 41-42. IRY-DA. Pr: 0.3450,41,0.345
NP_60843,55333,SYNJ2BP,OTHER,0.999496,0.000375,0.000129,,,
NP_6812,10965,ACOT2,OTHER,0.959692,0.000276,0.040032,,,
NP_872282,51004,COQ6,mTP,0.00243,0.000069,0.997501,CS pos: 27-28. RRW-SG. Pr: 0.8228,27,0.8228
NP_872286,51004,COQ6,OTHER,0.714323,0.2396,0.046077,,,
NP_5580,4329,ALDH6A1,mTP,0.001687,0.000033,0.998279,CS pos: 33-34. SSF-SS. Pr: 0.6587,33,0.6587
NP_1265523,4329,ALDH6A1,OTHER,0.99556,0.003835,0.000605,,,
NP_1265522,4329,ALDH6A1,mTP,0.001415,0.000056,0.998529,CS pos: 33-34. SSF-SS. Pr: 0.6591,33,0.6591
NP_1258936,122961,ISCA2,mTP,0.233077,0.051413,0.71551,CS pos: 37-38. RRE-AS. Pr: 0.3176,37,0.3176
NP_919255,122961,ISCA2,mTP,0.06104,0.0008,0.93816,CS pos: 37-38. RRE-AS. Pr: 0.3425,37,0.3425
NP_1231812,1743,DLST,mTP,0.00352,0.000011,0.996469,CS pos: 67-68. VCK-DD. Pr: 0.5524,67,0.5524
NP_1504,2954,GSTZ1,OTHER,0.999006,0.000474,0.00052,,,
NP_665877,2954,GSTZ1,OTHER,0.890808,0.005818,0.103374,,,
NP_665878,2954,GSTZ1,OTHER,0.883819,0.012476,0.103704,,,
NP_1254793,81892,SLIRP,mTP,0.044467,0.000111,0.955422,CS pos: 28-29. IPW-TA. Pr: 0.1850,28,0.185
NP_1254792,81892,SLIRP,mTP,0.021214,0.000034,0.978752,CS pos: 28-29. IPW-TA. Pr: 0.1946,28,0.1946
NP_6011,8846,ALKBH1,OTHER,0.920842,0.070371,0.008788,,,
NP_112487,81892,SLIRP,mTP,0.019499,0.000029,0.980472,CS pos: 28-29. IPW-TA. Pr: 0.1962,28,0.1962
NP_4536,4707,NDUFB1,OTHER,0.81871,0.053802,0.127488,,,
